"seq","dh.seq","day","hour","bytes"
1574,132,"6","1205",9208510032
1575,132,"6","1210",11262115515
1576,132,"6","1215",9692950052
1577,132,"6","1220",5302363050
1578,132,"6","1225",8027911544
1579,132,"6","1230",8449197730
1580,132,"6","1235",8898730018
1581,132,"6","1240",8311736972
1582,132,"6","1245",11208334768
1583,132,"6","1250",8686012958
1584,132,"6","1255",6659025248
1585,133,"6","1300",12028920030
1586,133,"6","1305",11341117040
1587,133,"6","1310",10866869369
1588,133,"6","1315",9939954525
1589,133,"6","1320",8660235975
1590,133,"6","1325",10584262183
1591,133,"6","1330",11434768446
1592,133,"6","1335",12603753200
1593,133,"6","1340",12259784224
1594,133,"6","1345",12264793756
1595,133,"6","1350",10034414903
1596,133,"6","1355",10445449101
1597,134,"6","1400",7878577404
1598,134,"6","1405",13177767394
1599,134,"6","1410",11278172480
1600,134,"6","1415",10931415571
1601,134,"6","1420",10266974108
1602,134,"6","1425",12616044878
1603,134,"6","1430",11440337987
1604,134,"6","1435",12055548077
1605,134,"6","1440",8145044883
1606,134,"6","1445",11965308318
1607,134,"6","1450",7830208764
1608,134,"6","1455",8697263914
1609,135,"6","1500",6205615052
1610,135,"6","1505",12515484451
1611,135,"6","1510",11469950257
1612,135,"6","1515",10843893231
1613,135,"6","1520",7701887570
1614,135,"6","1525",9571760090
1615,135,"6","1530",7382962378
1616,135,"6","1535",14126896376
1617,135,"6","1540",11523361327
1618,135,"6","1545",9109510304
1619,135,"6","1550",9427892880
1620,135,"6","1555",8070085852
1621,136,"6","1600",8048673426
1622,136,"6","1605",7480534345
1623,136,"6","1610",8713786187
1624,136,"6","1615",10822555141
1625,136,"6","1620",8059200364
1626,136,"6","1625",8976987533
1627,136,"6","1630",7639899191
1628,136,"6","1635",8774066319
1629,136,"6","1640",4954172225
1630,136,"6","1645",8753925062
1631,136,"6","1650",12877445043
1632,136,"6","1655",8742369587
1633,137,"6","1700",4967039511
1634,137,"6","1705",7012750100
1635,137,"6","1710",7779080283
1636,137,"6","1715",6287595549
1637,137,"6","1720",5765347259
1638,137,"6","1725",5264209359
1639,137,"6","1730",4455919413
1640,137,"6","1735",6013476758
1641,137,"6","1740",4592197171
1642,137,"6","1745",4857968335
1643,137,"6","1750",4251932249
1644,137,"6","1755",5275714676
1645,138,"6","1800",2461627463
1646,138,"6","1805",2807052005
1647,138,"6","1810",4252094039
1648,138,"6","1815",2705518327
1649,138,"6","1820",3057565778
1650,138,"6","1825",3369581155
1651,138,"6","1830",2598383100
1652,138,"6","1835",2381752667
1653,138,"6","1840",3246853192
1654,138,"6","1845",2840516405
1655,138,"6","1850",3435528667
1656,138,"6","1855",2560816626
1657,139,"6","1900",4166432743
1658,139,"6","1905",3817731746
1659,139,"6","1910",6792065783
1660,139,"6","1915",7178299418
1661,139,"6","1920",4517861225
1662,139,"6","1925",5647241168
1663,139,"6","1930",4258429404
1664,139,"6","1935",5318154042
1665,139,"6","1940",4972696527
1666,139,"6","1945",6447623522
1667,139,"6","1950",3955574042
1668,139,"6","1955",4364531098
1669,140,"6","2000",4861158042
1670,140,"6","2005",5761793056
1671,140,"6","2010",2628706770
1672,140,"6","2015",4288697440
1673,140,"6","2020",2713899587
1674,140,"6","2025",4704286513
1675,140,"6","2030",4925982556
1676,140,"6","2035",6349492913
1677,140,"6","2040",5226598115
1678,140,"6","2045",5956550411
1679,140,"6","2050",3772621588
1680,140,"6","2055",4824669167
1681,141,"6","2100",4470846538
1682,141,"6","2105",4706880676
1683,141,"6","2110",2147598368
1684,141,"6","2115",4202249215
1685,141,"6","2120",2567705735
1686,141,"6","2125",3955009786
1687,141,"6","2130",3425260264
1688,141,"6","2135",4184222700
1689,141,"6","2140",3647055014
1690,141,"6","2145",5042776619
1691,141,"6","2150",5149597968
1692,141,"6","2155",2806742756
1693,142,"6","2200",2537550915
1694,142,"6","2205",2190214160
1695,142,"6","2210",3833404289
1696,142,"6","2215",2500557469
1697,142,"6","2220",2318030658
1698,142,"6","2225",3443584249
1699,142,"6","2230",2505587620
1700,142,"6","2235",2374742877
1701,142,"6","2240",3079383080
1702,142,"6","2245",2410284101
1703,142,"6","2250",4116248122
1704,142,"6","2255",2681159885
1705,143,"6","2300",1828630656
1706,143,"6","2305",2604218077
1707,143,"6","2310",2372391380
1708,143,"6","2315",2014827999
1709,143,"6","2320",991274410
1710,143,"6","2325",2245538361
1711,143,"6","2330",1873746731
1712,143,"6","2335",1840289672
1713,143,"6","2340",1838731681
1714,143,"6","2345",1604081459
1715,143,"6","2350",2403559234
1716,143,"6","2355",1662222012
1717,144,"6","2400",1865705890
1718,144,"6","2405",2032403788
1719,144,"6","2410",2029410002
1720,144,"6","2415",1261954586
1721,144,"6","2420",2068603152
1722,144,"6","2425",2127940249
1723,144,"6","2430",2051392414
1724,144,"6","2435",1651206215
1725,144,"6","2440",2122004576
1726,144,"6","2445",2051692491
1727,144,"6","2450",3641446596
1728,144,"6","2455",1760413669
1729,145,"7","0100",2231161207
1730,145,"7","0105",2001640814
1731,145,"7","0110",2844371343
1732,145,"7","0115",2203433029
1733,145,"7","0120",1917799490
1734,145,"7","0125",2347464527
1735,145,"7","0130",2487800713
1736,145,"7","0135",2468199305
1737,145,"7","0140",2122549438
1738,145,"7","0145",4082115061
1739,145,"7","0150",3657084332
1740,145,"7","0155",2109201853
1741,146,"7","0200",1763637148
1742,146,"7","0205",1901743074
1743,146,"7","0210",2400151088
1744,146,"7","0215",2346918132
1745,146,"7","0220",2207984960
1746,146,"7","0225",2479042198
1747,146,"7","0230",1931172926
1748,146,"7","0235",2773124160
1749,146,"7","0240",2524293277
1750,146,"7","0245",2327067478
1751,146,"7","0250",3158050753
1752,146,"7","0255",2588530703
1753,147,"7","0300",2174278619
1754,147,"7","0305",2793507723
1755,147,"7","0310",1904582521
1756,147,"7","0315",2048610123
1757,147,"7","0320",2526443281
1758,147,"7","0325",2344892034
1759,147,"7","0330",2345293801
1760,147,"7","0335",3023648744
1761,147,"7","0340",2419716512
1762,147,"7","0345",2262895416
1763,147,"7","0350",3693921910
1764,147,"7","0355",2909813521
1765,148,"7","0400",2584272533
1766,148,"7","0405",2924994792
1767,148,"7","0410",2454926514
1768,148,"7","0415",1587293512
1769,148,"7","0420",1946322625
1770,148,"7","0425",2581249549
1771,148,"7","0430",2706933806
1772,148,"7","0435",1783347842
1773,148,"7","0440",2701989730
1774,148,"7","0445",3282203064
1775,148,"7","0450",2501155383
1776,148,"7","0455",3098104336
1777,149,"7","0500",3094557954
1778,149,"7","0505",3499920566
1779,149,"7","0510",2890370386
1780,149,"7","0515",3330304139
1781,149,"7","0520",2599004244
1782,149,"7","0525",2993036945
1783,149,"7","0530",2738908673
1784,149,"7","0535",3996962086
1785,149,"7","0540",2647278127
1786,149,"7","0545",3560793982
1787,149,"7","0550",2387166652
1788,149,"7","0555",2991169984
1789,150,"7","0600",3694043956
1790,150,"7","0605",3864551368
1791,150,"7","0610",3335675783
1792,150,"7","0615",3391752471
1793,150,"7","0620",4067706680
1794,150,"7","0625",3548650433
1795,150,"7","0630",3291756541
1796,150,"7","0635",4241555284
1797,150,"7","0640",4465804463
1798,150,"7","0645",3852402950
1799,150,"7","0650",-229634539
1800,150,"7","0655",3061674913
1801,151,"7","0700",2652615795
1802,151,"7","0705",4202026521
1803,151,"7","0710",4441607647
1804,151,"7","0715",3795753641
1805,151,"7","0720",3877767221
1806,151,"7","0725",4300812286
1807,151,"7","0730",3476427344
1808,151,"7","0735",4526615558
1809,151,"7","0740",3595689476
1810,151,"7","0745",3944197940
1811,151,"7","0750",3284431624
1812,151,"7","0755",4575569609
1813,152,"7","0800",3034607691
1814,152,"7","0805",5902017779
1815,152,"7","0810",4528859266
1816,152,"7","0815",5664519252
1817,152,"7","0820",3755977076
1818,152,"7","0825",4291489960
1819,152,"7","0830",3694673917
1820,152,"7","0835",3986752146
1821,152,"7","0840",3247510675
1822,152,"7","0845",6545972681
1823,152,"7","0850",4092567991
1824,152,"7","0855",4484506503
1825,153,"7","0900",4122277758
1826,153,"7","0905",6283570007
1827,153,"7","0910",3271534959
1828,153,"7","0915",4204190574
1829,153,"7","0920",5782721114
1830,153,"7","0925",4327949616
1831,153,"7","0930",4738107956
1832,153,"7","0935",4351353282
1833,153,"7","0940",5330064576
1834,153,"7","0945",4031438644
1835,153,"7","0950",8420725038
1836,153,"7","0955",4371999990
1837,154,"7","1000",4974106676
1838,154,"7","1005",6353823235
1839,154,"7","1010",5160008949
1840,154,"7","1015",4476168030
1841,154,"7","1020",4471949162
1842,154,"7","1025",5924284688
1843,154,"7","1030",4510954744
1844,154,"7","1035",5740419921
1845,154,"7","1040",3820905967
1846,154,"7","1045",5516964111
1847,154,"7","1050",4969205158
1848,154,"7","1055",4653208320
1849,155,"7","1100",4193052109
1850,155,"7","1105",4611216696
1851,155,"7","1110",5531233830
1852,155,"7","1115",4733295254
1853,155,"7","1120",5032445898
1854,155,"7","1125",4782685322
1855,155,"7","1130",3901760436
1856,155,"7","1135",4601262272
1857,155,"7","1140",4205122554
1858,155,"7","1145",4930534820
1859,155,"7","1150",3686318131
1860,155,"7","1155",4002909373
1861,156,"7","1200",3451899236
1862,156,"7","1205",4452364509
1863,156,"7","1210",4234763734
1864,156,"7","1215",4689695392
1865,156,"7","1220",4590010084
1866,156,"7","1225",3846726141
1867,156,"7","1230",4831727013
1868,156,"7","1235",7614105431
1869,156,"7","1240",3706184464
1870,156,"7","1245",3448135710
1871,156,"7","1250",9020580083
1872,156,"7","1255",3605720962
1873,157,"7","1300",3882385802
1874,157,"7","1305",5224319940
1875,157,"7","1310",6284523972
1876,157,"7","1315",4439918859
1877,157,"7","1320",5474571557
1878,157,"7","1325",4596230594
1879,157,"7","1330",4334382230
1880,157,"7","1335",5536014464
1881,157,"7","1340",4030919038
1882,157,"7","1345",5564124526
1883,157,"7","1350",5882783078
1884,157,"7","1355",5202487653
1885,158,"7","1400",4328810417
1886,158,"7","1405",5844481274
1887,158,"7","1410",5066501997
1888,158,"7","1415",4311722133
1889,158,"7","1420",4925986286
1890,158,"7","1425",3765093279
1891,158,"7","1430",3639546269
1892,158,"7","1435",3824910419
1893,158,"7","1440",5190882841
1894,158,"7","1445",4435210129
1895,158,"7","1450",7324401444
1896,158,"7","1455",4766187077
1897,159,"7","1500",4232571490
1898,159,"7","1505",3419683904
1899,159,"7","1510",3808063327
1900,159,"7","1515",4613071911
1901,159,"7","1520",4275062950
1902,159,"7","1525",5785960026
1903,159,"7","1530",5184155363
1904,159,"7","1535",3361741953
1905,159,"7","1540",4227205581
1906,159,"7","1545",5674984583
1907,159,"7","1550",3182784909
1908,159,"7","1555",4816978457
1909,160,"7","1600",4569341433
1910,160,"7","1605",5256437187
1911,160,"7","1610",3618445198
1912,160,"7","1615",5375555856
1913,160,"7","1620",4512326301
1914,160,"7","1625",4956144407
1915,160,"7","1630",3328686615
1916,160,"7","1635",4762935125
1917,160,"7","1640",3313583422
1918,160,"7","1645",3794481574
1919,160,"7","1650",3562137579
1920,160,"7","1655",2953618038
1921,161,"7","1700",1902042943
1922,161,"7","1705",3532536467
1923,161,"7","1710",3090459332
1924,161,"7","1715",3641552091
1925,161,"7","1720",2903414317
1926,161,"7","1725",3243343191
1927,161,"7","1730",2321414840
1928,161,"7","1735",2519561581
1929,161,"7","1740",3847673852
1930,161,"7","1745",3276024061
1931,161,"7","1750",4871471475
1932,161,"7","1755",3042036688
1933,162,"7","1800",2843837164
1934,162,"7","1805",2941371288
1935,162,"7","1810",2490502776
1936,162,"7","1815",2115115443
1937,162,"7","1820",1822224807
1938,162,"7","1825",2804724912
1939,162,"7","1830",2713716705
1940,162,"7","1835",3229659234
1941,162,"7","1840",2320541591
1942,162,"7","1845",3006323265
1943,162,"7","1850",3289512467
1944,162,"7","1855",2907898402
1945,163,"7","1900",2526621117
1946,163,"7","1905",4340384840
1947,163,"7","1910",3476423152
1948,163,"7","1915",3090422825
1949,163,"7","1920",4667776149
1950,163,"7","1925",3700923080
1951,163,"7","1930",2621444143
1952,163,"7","1935",3707899693
1953,163,"7","1940",3375490605
1954,163,"7","1945",3406644477
1955,163,"7","1950",5084958237
1956,163,"7","1955",4117436197
1957,164,"7","2000",3399490383
1958,164,"7","2005",3683409897
1959,164,"7","2010",3124557323
1960,164,"7","2015",4012000146
1961,164,"7","2020",2757584068
1962,164,"7","2025",2872896619
1963,164,"7","2030",3151137463
1964,164,"7","2035",2908274992
1965,164,"7","2040",3941587584
1966,164,"7","2045",2521407161
1967,164,"7","2050",1283449058
1968,164,"7","2055",3693248491
1969,165,"7","2100",2884953705
1970,165,"7","2105",3265881525
1971,165,"7","2110",2628490119
1972,165,"7","2115",1978062895
1973,165,"7","2120",3020596749
1974,165,"7","2125",3414917332
1975,165,"7","2130",3036708451
1976,165,"7","2135",3850243918
1977,165,"7","2140",2279995325
1978,165,"7","2145",999699927
1979,165,"7","2150",4403832955
1980,165,"7","2155",2785287168
1981,166,"7","2200",1718484883
1982,166,"7","2205",2645644828
1983,166,"7","2210",3677360268
1984,166,"7","2215",2267157299
1985,166,"7","2220",2174516436
1986,166,"7","2225",3948612131
1987,166,"7","2230",2272265362
1988,166,"7","2235",3317922043
1989,166,"7","2240",3281924235
1990,166,"7","2245",2599753238
1991,166,"7","2250",4988021396
1992,166,"7","2255",2851627270
1993,167,"7","2300",2271594234
1994,167,"7","2305",2381333526
1995,167,"7","2310",3415188511
1996,167,"7","2315",2531147655
1997,167,"7","2320",2587723987
1998,167,"7","2325",2499666821
1999,167,"7","2330",2468690677
2000,167,"7","2335",3431798353
2001,167,"7","2340",2235528041
2002,167,"7","2345",3279192242
2003,167,"7","2350",2317747684
2004,167,"7","2355",2388676441
2005,168,"7","2400",2432502990
2006,168,"7","2405",2245571093
2007,168,"7","2410",3539236806
2008,168,"7","2415",2459774895
2009,168,"7","2420",2059258011
2010,168,"7","2425",2466979117
2011,168,"7","2430",2527166162
2012,168,"7","2435",3173440079
2013,168,"7","2440",2674375314
2014,168,"7","2445",2040978454
2015,168,"7","2450",1020206582
2016,168,"7","2455",2855212824
2017,169,"8","0100",1688316660
2018,169,"8","0105",1649913963
2019,169,"8","0110",2363026882
2020,169,"8","0115",2587343884
2021,169,"8","0120",1313414784
2022,169,"8","0125",2694990746
2023,169,"8","0130",2031101753
2024,169,"8","0135",2083616806
2025,169,"8","0140",1865168313
2026,169,"8","0145",1488519747
2027,169,"8","0150",2639819135
2028,169,"8","0155",2102081005
2029,170,"8","0200",2425179043
2030,170,"8","0205",2573200601
2031,170,"8","0210",3304560047
2032,170,"8","0215",2875501407
2033,170,"8","0220",2318065656
2034,170,"8","0225",2458053169
2035,170,"8","0230",1968337576
2036,170,"8","0235",3137515772
2037,170,"8","0240",2593467548
2038,170,"8","0245",2902602822
2039,170,"8","0250",1909264963
2040,170,"8","0255",2006125351
2041,171,"8","0300",2366237519
2042,171,"8","0305",2363512320
2043,171,"8","0310",2574201094
2044,171,"8","0315",2377597177
2045,171,"8","0320",1984864835
2046,171,"8","0325",2788608698
2047,171,"8","0330",2410739758
2048,171,"8","0335",2862482261
2049,171,"8","0340",3113779973
2050,171,"8","0345",1123092853
2051,171,"8","0350",1354040685
2052,171,"8","0355",3117876461
2053,172,"8","0400",2233415272
2054,172,"8","0405",2917996553
2055,172,"8","0410",2019132366
2056,172,"8","0415",1731342818
2057,172,"8","0420",1706361788
2058,172,"8","0425",2564160106
2059,172,"8","0430",1889927919
2060,172,"8","0435",3172951173
2061,172,"8","0440",2118397586
2062,172,"8","0445",2403641480
2063,172,"8","0450",857825183
2064,172,"8","0455",1950021456
2065,173,"8","0500",2687439341
2066,173,"8","0505",3547831076
2067,173,"8","0510",2802150008
2068,173,"8","0515",2207665996
2069,173,"8","0520",2201943300
2070,173,"8","0525",2728166325
2071,173,"8","0530",2504352309
2072,173,"8","0535",2315850964
2073,173,"8","0540",1864061647
2074,173,"8","0545",2273709664
2075,173,"8","0550",3585816600
2076,173,"8","0555",2772807278
2077,174,"8","0600",2026469977
2078,174,"8","0605",4037337116
2079,174,"8","0610",3568549643
2080,174,"8","0615",3802624282
2081,174,"8","0620",2899930700
2082,174,"8","0625",2700100922
2083,174,"8","0630",2994207617
2084,174,"8","0635",2038708835
2085,174,"8","0640",4308868747
2086,174,"8","0645",3508840547
2087,174,"8","0650",2124298534
2088,174,"8","0655",2608580131
2089,175,"8","0700",3921366966
2090,175,"8","0705",3802527925
2091,175,"8","0710",4119905486
2092,175,"8","0715",3075013673
2093,175,"8","0720",2733572814
2094,175,"8","0725",3149846034
2095,175,"8","0730",3576869325
2096,175,"8","0735",2019895379
2097,175,"8","0740",2933019933
2098,175,"8","0745",3189111699
2099,175,"8","0750",3780224487
2100,175,"8","0755",2747497395
2101,176,"8","0800",3654085984
2102,176,"8","0805",6028256421
2103,176,"8","0810",3457788415
2104,176,"8","0815",4410130699
2105,176,"8","0820",3360130363
2106,176,"8","0825",3462746875
2107,176,"8","0830",4409775668
2108,176,"8","0835",6491802150
2109,176,"8","0840",4067315756
2110,176,"8","0845",5297036874
2111,176,"8","0850",5496595570
2112,176,"8","0855",3119619275
2113,177,"8","0900",3200103767
2114,177,"8","0905",4540722269
2115,177,"8","0910",4423800797
2116,177,"8","0915",2329159317
2117,177,"8","0920",4937915990
2118,177,"8","0925",3349145474
2119,177,"8","0930",4175611539
2120,177,"8","0935",3009708579
2121,177,"8","0940",4374119289
2122,177,"8","0945",3316534719
2123,177,"8","0950",3248571562
2124,177,"8","0955",4306125438
2125,178,"8","1000",3088534187
2126,178,"8","1005",4051147899
2127,178,"8","1010",3881193510
2128,178,"8","1015",3943405350
2129,178,"8","1020",3329768969
2130,178,"8","1025",3842571703
2131,178,"8","1030",3728184367
2132,178,"8","1035",4273919032
2133,178,"8","1040",3382159683
2134,178,"8","1045",5326664986
2135,178,"8","1050",4589539839
2136,178,"8","1055",4724146012
2137,179,"8","1100",3616781198
2138,179,"8","1105",2653946578
2139,179,"8","1110",4138812487
2140,179,"8","1115",3172172618
2141,179,"8","1120",3266584682
2142,179,"8","1125",3449729306
2143,179,"8","1130",4180359433
2144,179,"8","1135",3238063676
2145,179,"8","1140",4474002216
2146,179,"8","1145",3178369029
2147,179,"8","1150",8598737530
2148,179,"8","1155",3464827560
2149,180,"8","1200",3361532069
2150,180,"8","1205",3007827523
2151,180,"8","1210",2063864142
2152,180,"8","1215",4701215565
2153,180,"8","1220",3391799399
2154,180,"8","1225",2961113352
2155,180,"8","1230",2906839982
2156,180,"8","1235",3386377175
2157,180,"8","1240",3046531089
2158,180,"8","1245",4452810938
2159,180,"8","1250",3512081956
2160,180,"8","1255",4513687034
2161,181,"8","1300",3672024314
2162,181,"8","1305",4329561784
2163,181,"8","1310",4027352070
2164,181,"8","1315",3236313210
2165,181,"8","1320",3835098446
2166,181,"8","1325",4265593955
2167,181,"8","1330",4095659576
2168,181,"8","1335",4758066560
2169,181,"8","1340",3145809297
2170,181,"8","1345",5025253203
2171,181,"8","1350",2846010818
2172,181,"8","1355",3268010976
2173,182,"8","1400",3617436561
2174,182,"8","1405",3030754490
2175,182,"8","1410",3151522976
2176,182,"8","1415",3226425395
2177,182,"8","1420",3689374276
2178,182,"8","1425",3305442121
2179,182,"8","1430",3615427360
2180,182,"8","1435",4495008880
2181,182,"8","1440",3807024070
2182,182,"8","1445",2092108078
2183,182,"8","1450",2972858310
2184,182,"8","1455",3165788542
2185,183,"8","1500",3758814794
2186,183,"8","1505",4237428836
2187,183,"8","1510",2908170266
2188,183,"8","1515",2542390516
2189,183,"8","1520",2218546403
2190,183,"8","1525",4357349328
2191,183,"8","1530",3831002247
2192,183,"8","1535",4326894182
2193,183,"8","1540",5242452898
2194,183,"8","1545",4317899852
2195,183,"8","1550",2758761999
2196,183,"8","1555",3556526843
2197,184,"8","1600",3055188515
2198,184,"8","1605",4054778086
2199,184,"8","1610",3621293643
2200,184,"8","1615",4345798480
2201,184,"8","1620",2788109067
2202,184,"8","1625",3492372455
2203,184,"8","1630",2952775161
2204,184,"8","1635",2881694201
2205,184,"8","1640",2964582445
2206,184,"8","1645",3902531496
2207,184,"8","1650",3944940386
2208,184,"8","1655",4226182115
2209,185,"8","1700",2689964591
2210,185,"8","1705",3523381458
2211,185,"8","1710",3154799268
2212,185,"8","1715",2770626886
2213,185,"8","1720",4163710287
2214,185,"8","1725",2562614893
2215,185,"8","1730",2634485519
2216,185,"8","1735",2793151923
2217,185,"8","1740",3231960170
2218,185,"8","1745",3415832551
2219,185,"8","1750",2617407426
2220,185,"8","1755",3527675155
2221,186,"8","1800",1877357208
2222,186,"8","1805",3363772585
2223,186,"8","1810",1490199187
2224,186,"8","1815",3297552040
2225,186,"8","1820",2743448412
2226,186,"8","1825",2290781207
2227,186,"8","1830",2174439246
2228,186,"8","1835",2901272186
2229,186,"8","1840",1561230056
2230,186,"8","1845",2733226613
2231,186,"8","1850",3409052824
2232,186,"8","1855",3172547060
2233,187,"8","1900",1684204056
2234,187,"8","1905",3434999978
2235,187,"8","1910",2285872861
2236,187,"8","1915",2568641378
2237,187,"8","1920",4036677740
2238,187,"8","1925",3763299501
2239,187,"8","1930",2876643602
2240,187,"8","1935",3007024721
2241,187,"8","1940",2592039464
2242,187,"8","1945",4151313717
2243,187,"8","1950",1262345572
2244,187,"8","1955",3137740061
2245,188,"8","2000",2783719527
2246,188,"8","2005",3512996295
2247,188,"8","2010",1847015914
2248,188,"8","2015",1346426098
2249,188,"8","2020",2067088104
2250,188,"8","2025",2995639030
2251,188,"8","2030",2558355904
2252,188,"8","2035",2882918901
2253,188,"8","2040",2885949945
2254,188,"8","2045",3883504113
2255,188,"8","2050",2949221994
2256,188,"8","2055",2228218944
2257,189,"8","2100",2596315558
2258,189,"8","2105",3631504530
2259,189,"8","2110",2965665221
2260,189,"8","2115",2990960092
2261,189,"8","2120",3181357153
2262,189,"8","2125",2407128288
2263,189,"8","2130",2726562652
2264,189,"8","2135",1961275599
2265,189,"8","2140",1466322898
2266,189,"8","2145",4221183220
2267,189,"8","2150",3734017352
2268,189,"8","2155",2558759454
2269,190,"8","2200",2601916362
2270,190,"8","2205",3241262709
2271,190,"8","2210",1699683445
2272,190,"8","2215",2429630024
2273,190,"8","2220",2806049190
2274,190,"8","2225",2700719689
2275,190,"8","2230",2517681235
2276,190,"8","2235",2019546523
2277,190,"8","2240",2081506252
2278,190,"8","2245",2906825430
2279,190,"8","2250",1883996699
2280,190,"8","2255",2705985105
2281,191,"8","2300",1982365240
2282,191,"8","2305",2447734848
2283,191,"8","2310",2224463293
2284,191,"8","2315",2832716397
2285,191,"8","2320",1778342913
2286,191,"8","2325",2254922360
2287,191,"8","2330",2086226800
2288,191,"8","2335",2546673455
2289,191,"8","2340",1313872502
2290,191,"8","2345",1883714751
2291,191,"8","2350",1642228317
2292,191,"8","2355",3223468590
2293,192,"8","2400",2195398890
2294,192,"8","2405",2935771613
2295,192,"8","2410",2257074111
2296,192,"8","2415",1691604517
2297,192,"8","2420",2129645063
2298,192,"8","2425",2316896757
2299,192,"8","2430",1716360788
2300,192,"8","2435",1880428062
2301,192,"8","2440",2796523156
2302,192,"8","2445",2576545652
2303,192,"8","2450",3492791772
2304,192,"8","2455",2691224109
2305,193,"9","0100",1571144015
2306,193,"9","0105",1899158913
2307,193,"9","0110",1843607106
2308,193,"9","0115",1852311696
2309,193,"9","0120",1674307012
2310,193,"9","0125",2246412740
2311,193,"9","0130",1688792316
2312,193,"9","0135",1474222971
2313,193,"9","0140",2058320725
2314,193,"9","0145",1845983285
2315,193,"9","0150",1712858952
2316,193,"9","0155",1881400254
2317,194,"9","0200",1733980307
2318,194,"9","0205",2935680793
2319,194,"9","0210",1556862605
2320,194,"9","0215",2206133205
2321,194,"9","0220",1768327381
2322,194,"9","0225",1714772088
2323,194,"9","0230",1922921741
2324,194,"9","0235",1221578074
2325,194,"9","0240",1471842344
2326,194,"9","0245",2068952322
2327,194,"9","0250",1576676182
2328,194,"9","0255",2357021309
2329,195,"9","0300",1346671765
2330,195,"9","0305",2220141440
2331,195,"9","0310",1716320907
2332,195,"9","0315",1903895171
2333,195,"9","0320",1447818486
2334,195,"9","0325",1944325521
2335,195,"9","0330",1951564431
2336,195,"9","0335",1524553865
2337,195,"9","0340",1863386479
2338,195,"9","0345",1780728725
2339,195,"9","0350",2392429921
2340,195,"9","0355",1484426310
2341,196,"9","0400",1066587666
2342,196,"9","0405",1804810461
2343,196,"9","0410",2314610268
2344,196,"9","0415",2081991428
2345,196,"9","0420",2508690949
2346,196,"9","0425",1501472372
2347,196,"9","0430",2161694295
2348,196,"9","0435",1880974815
2349,196,"9","0440",2359924851
2350,196,"9","0445",2414873373
2351,196,"9","0450",2890704194
2352,196,"9","0455",2392413461
2353,197,"9","0500",2917446177
2354,197,"9","0505",4510467691
2355,197,"9","0510",4451775014
2356,197,"9","0515",3117396179
2357,197,"9","0520",3967369154
2358,197,"9","0525",4219070189
2359,197,"9","0530",4034747025
2360,197,"9","0535",3390328977
2361,197,"9","0540",2389550342
2362,197,"9","0545",3010572669
2363,197,"9","0550",5956292379
2364,197,"9","0555",3675981595
2365,198,"9","0600",5034268907
2366,198,"9","0605",6189590574
2367,198,"9","0610",6975353494
2368,198,"9","0615",7734516237
2369,198,"9","0620",4418870968
2370,198,"9","0625",5208986733
2371,198,"9","0630",6107180609
2372,198,"9","0635",4065499459
2373,198,"9","0640",5648294968
2374,198,"9","0645",7482155642
2375,198,"9","0650",5069592872
2376,198,"9","0655",5330743309
2377,199,"9","0700",4977021601
2378,199,"9","0705",9776011891
2379,199,"9","0710",12489870994
2380,199,"9","0715",7857511902
2381,199,"9","0720",9930897845
2382,199,"9","0725",7942488548
2383,199,"9","0730",9877895482
2384,199,"9","0735",8852082642
2385,199,"9","0740",8224492131
2386,199,"9","0745",7059000893
2387,199,"9","0750",10482175764
2388,199,"9","0755",6799899591
2389,200,"9","0800",7770730112
2390,200,"9","0805",11802705667
2391,200,"9","0810",11918447686
2392,200,"9","0815",10795402743
2393,200,"9","0820",6406840088
2394,200,"9","0825",9998299850
2395,200,"9","0830",11251700626
2396,200,"9","0835",13123417695
2397,200,"9","0840",7840316534
2398,200,"9","0845",12598738718
2399,200,"9","0850",10734279451
2400,200,"9","0855",6629961746
2401,201,"9","0900",11889378930
2402,201,"9","0905",10741926648
2403,201,"9","0910",12425042777
2404,201,"9","0915",16084093345
2405,201,"9","0920",9823734377
2406,201,"9","0925",10362519085
2407,201,"9","0930",10259831028
2408,201,"9","0935",10936825035
2409,201,"9","0940",11045908311
2410,201,"9","0945",15074187502
2411,201,"9","0950",9621312238
2412,201,"9","0955",10367249294
2413,202,"9","1000",9839901130
2414,202,"9","1005",14875700264
2415,202,"9","1010",10823441716
2416,202,"9","1015",14245242460
2417,202,"9","1020",10996857361
2418,202,"9","1025",10049803951
2419,202,"9","1030",10462842649
2420,202,"9","1035",13226472197
2421,202,"9","1040",12800708096
2422,202,"9","1045",13297119384
2423,202,"9","1050",18763896487
2424,202,"9","1055",8891207694
2425,203,"9","1100",10345605017
2426,203,"9","1105",12735895726
2427,203,"9","1110",12236640124
2428,203,"9","1115",12214506452
2429,203,"9","1120",8154733405
2430,203,"9","1125",12056899604
2431,203,"9","1130",9313944144
2432,203,"9","1135",10445449925
2433,203,"9","1140",9266422223
2434,203,"9","1145",10927334758
2435,203,"9","1150",5244617732
2436,203,"9","1155",6632491817
2437,204,"9","1200",6299495778
2438,204,"9","1205",9422142390
2439,204,"9","1210",8277641759
2440,204,"9","1215",8406628575
2441,204,"9","1220",8085711402
2442,204,"9","1225",7679698368
2443,204,"9","1230",8819232743
2444,204,"9","1235",7959531681
2445,204,"9","1240",7648437826
2446,204,"9","1245",13361380187
